0.192	2	3	6	4	2	0	0	1	3	2	0	1	0	3	3	0	1	2	0	2	3	1	3	2	6	3	5	5	2	5	13	2	4	5	4	5	0	1	1	5	2	1	2	1	2	0	0	1	0	2	0	2	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	2
0.2	5	4	7	2	0	1	1	0	1	3	2	5	2	0	1	1	1	1	4	0	2	1	2	2	5	3	5	2	2	6	4	9	3	2	2	0	2	2	0	0	1	0	0	1	0	3	1	2	0	0	1	0	0	1	1	1	1	1	1	0	0	0	2	0	0	1	2	1	2	0	0	0	0	1	1	1	1	0	1
0.208	6	3	4	2	2	0	1	1	3	1	0	1	0	1	1	1	1	2	0	1	2	1	0	1	3	2	6	6	8	2	4	7	4	6	3	4	2	2	2	1	3	1	1	1	3	3	0	0	1	0	1	2	0	1	2	0	0	1	2	2	1	1	0	1	1	0	0	1	1	1	0	2	2	0	1	0	0	0	0
0.216	2	3	5	2	2	1	2	1	1	2	2	1	3	0	2	1	0	0	2	0	0	0	2	1	1	2	6	3	5	4	1	2	3	5	4	2	5	2	2	0	0	1	1	0	1	1	2	0	1	0	0	0	0	1	0	0	0	1	2	0	0	1	0	2	2	0	0	1	0	0	0	0	2	1	0	3	0	0	0
0.224	3	5	4	1	2	1	1	1	0	0	1	0	1	4	2	1	1	0	2	1	2	0	3	3	1	3	6	7	6	5	5	3	3	5	6	1	2	0	2	4	2	1	2	1	0	2	0	2	1	1	0	0	2	1	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1
0.232	4	2	6	2	3	4	1	0	0	0	0	1	2	1	2	0	0	1	1	1	0	1	2	3	2	3	2	6	4	5	10	7	6	6	4	1	2	2	1	1	2	1	1	2	0	2	1	1	0	1	1	1	2	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0
0.24	4	4	8	1	2	1	2	1	0	0	0	1	1	2	0	1	2	1	3	3	1	1	0	0	3	6	7	6	4	6	5	7	8	3	3	5	2	2	1	3	2	0	2	2	2	0	1	0	0	0	2	1	1	0	1	1	2	1	0	0	0	0	0	1	0	3	2	0	0	0	1	0	0	0	2	0	0	1	1
0.248	0	4	5	2	4	2	1	2	1	1	0	2	1	0	0	2	0	1	0	0	6	2	1	4	4	5	6	4	7	8	11	7	2	3	4	4	2	1	3	1	2	2	1	2	1	0	1	0	2	0	2	2	0	0	1	1	2	2	2	0	0	1	0	1	0	1	0	1	0	2	0	1	0	0	0	0	1	1	1
0.256	1	6	6	4	2	1	3	2	1	2	1	1	5	1	1	3	2	1	2	0	1	0	2	3	8	1	3	6	7	13	4	6	4	5	1	4	6	2	2	2	0	3	0	1	0	1	0	2	1	0	3	0	3	0	1	1	0	2	1	0	0	0	0	1	1	0	0	0	0	1	1	2	0	2	0	2	0	0	0
0.264	2	5	3	2	0	3	0	1	1	1	1	2	3	1	0	2	2	0	4	1	4	1	0	6	3	4	3	3	3	8	4	3	5	2	2	2	4	2	2	0	0	4	0	0	1	1	1	2	0	0	1	0	1	3	1	1	0	2	0	0	0	0	1	1	1	1	0	2	0	0	1	0	0	1	2	0	0	0	0
0.272	9	5	4	0	1	1	0	1	1	1	1	1	1	1	1	1	0	2	0	0	1	0	1	2	3	3	4	4	7	4	10	2	7	7	7	5	3	2	1	0	2	6	1	2	0	2	2	0	1	1	0	1	1	3	0	0	0	0	1	2	1	1	0	1	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1
0.28	4	3	4	4	1	1	3	2	1	0	0	1	2	0	3	0	1	1	1	1	3	2	1	4	2	5	4	6	10	9	3	4	5	2	6	5	2	4	1	2	0	0	0	1	0	0	1	0	0	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0	2	2	0	0	1	1	0	2	0	0	0	0	0	1	2
0.288	3	4	5	4	1	1	0	1	0	2	1	0	0	1	1	4	0	0	0	2	3	3	3	4	4	3	5	8	2	7	4	3	3	8	5	4	3	0	0	5	1	2	1	4	1	0	1	1	0	2	1	1	4	0	1	0	0	1	2	2	0	0	1	0	1	0	0	0	2	2	0	0	1	0	1	0	0	0	3
0.296	4	3	5	0	1	1	0	0	1	4	0	4	1	0	0	0	0	1	4	1	2	2	2	4	3	5	5	5	4	4	5	6	10	7	4	4	5	2	1	2	3	6	1	2	1	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	1	0	2	0	0	0	1	1	2	0	1	0	4	2	1	0	0	0	1
0.304	4	6	9	2	2	1	1	2	0	2	4	1	3	1	3	0	0	2	4	2	1	2	2	4	4	2	3	7	4	5	5	5	7	7	5	1	4	1	5	3	0	0	0	2	0	1	1	0	1	2	0	0	1	1	1	1	1	1	0	1	0	1	1	1	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0
0.312	4	2	5	0	1	1	0	1	0	1	1	0	1	1	1	2	1	2	1	0	0	1	1	2	1	2	2	6	5	5	7	6	1	3	1	4	4	1	1	3	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	2	0	2	0	1	0	1	0	1	1	0	0	0	1	3	0	5	1	0	1	2
0.32	4	5	5	2	0	2	1	1	0	2	0	1	3	0	2	3	1	1	1	1	2	1	1	1	2	4	4	5	3	4	3	6	2	6	4	3	3	3	1	1	1	1	0	1	1	1	2	2	1	0	3	1	0	0	2	0	1	0	0	1	1	1	1	2	0	2	0	0	0	1	0	0	0	0	3	0	3	0	0
0.328	4	6	5	2	2	0	0	1	1	2	0	2	2	3	1	0	1	5	2	1	3	3	3	1	0	1	2	10	3	6	7	3	8	1	6	4	4	1	1	3	3	0	1	3	1	0	0	0	1	0	4	0	2	0	1	1	0	0	0	2	0	1	1	0	1	0	0	0	0	1	0	2	0	1	0	0	1	1	0
0.336	2	5	8	2	1	1	1	1	4	1	0	3	0	1	0	1	1	2	1	3	2	2	0	2	0	4	4	5	5	9	2	5	5	3	5	5	5	0	1	0	1	2	1	1	1	1	0	0	0	1	0	0	2	0	0	1	1	0	1	2	1	0	0	0	0	1	1	2	1	0	1	0	0	0	0	1	0	1	0
0.344	3	5	2	2	1	1	0	1	1	2	2	1	3	0	3	1	0	3	2	0	1	1	3	3	3	2	5	2	7	8	7	6	2	2	3	1	3	1	4	1	3	0	1	0	0	3	0	1	1	2	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	2	0	1	2	1	0	0	2	0	0	0
0.352	3	6	12	0	0	1	0	3	2	1	1	0	2	1	1	2	1	0	4	0	2	0	1	4	2	2	2	6	6	7	7	5	5	5	2	2	0	2	3	1	2	3	0	0	2	1	1	2	3	2	0	0	1	0	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1
0.36	5	5	3	1	2	1	3	2	1	2	2	3	0	1	1	0	1	0	1	1	2	2	2	1	3	2	4	5	4	5	10	5	2	3	5	5	2	4	3	1	0	0	4	0	2	0	2	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	2	1	0	1	0	1	1	0	1	0	0	1	1
0.368	4	7	3	3	0	0	0	0	2	1	1	1	1	1	2	1	2	0	1	2	3	0	2	2	1	0	5	7	7	4	6	7	3	5	5	2	0	1	0	4	2	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	2	0	0	0	0	0	0	2	0	0	0	2	1	0	1	1	1	0	0	0	0
0.376	2	4	0	3	1	1	0	1	1	2	1	0	1	0	1	2	1	0	0	1	1	4	2	0	1	4	3	2	8	4	7	4	5	5	5	4	6	3	1	2	1	1	0	1	2	0	1	0	1	2	0	1	2	0	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	3	1	1	0	0	0	0	1
0.384	2	3	2	2	0	0	1	0	0	2	2	2	3	0	1	0	3	0	1	0	1	3	3	1	3	3	4	6	9	4	4	5	5	3	4	3	1	0	2	0	5	2	0	2	1	3	1	0	1	1	1	0	0	1	2	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	3	1	0	0	2	0	0	0
0.392	0	3	2	3	0	1	1	2	0	2	3	0	1	0	0	2	0	1	1	2	1	0	2	0	2	1	5	6	5	4	11	8	3	0	6	3	1	2	0	0	1	2	1	0	1	2	1	1	2	0	1	2	0	1	0	0	0	0	1	0	0	3	0	3	0	0	1	0	0	0	1	2	0	0	2	1	1	0	2
0.4	6	3	5	1	0	2	2	2	0	0	1	0	0	1	0	0	1	0	4	1	1	0	3	1	5	2	4	3	3	7	10	7	7	3	1	5	2	3	4	1	2	2	1	0	2	2	2	2	0	0	2	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	3	0	1	1	1	0
0.408	2	6	3	1	1	3	3	3	0	0	2	3	1	2	0	2	2	0	1	2	1	1	3	2	2	3	6	7	7	10	7	0	4	5	5	3	2	2	1	2	1	4	1	0	1	3	3	0	0	1	1	1	0	0	1	1	1	2	1	0	1	1	3	1	0	0	0	0	0	0	1	0	1	3	0	0	1	0	1
0.416	3	0	2	1	0	2	1	0	3	3	1	1	2	1	3	1	1	1	1	1	0	0	1	5	3	6	5	4	6	4	5	5	2	2	3	1	2	2	2	1	0	0	2	2	0	0	1	4	1	1	1	0	1	1	1	0	3	0	2	1	0	1	1	2	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1
0.424	3	6	3	0	2	2	1	0	0	1	1	0	2	4	1	0	1	3	1	2	4	1	2	2	4	5	6	11	3	7	9	3	5	4	1	1	2	2	2	4	3	2	2	1	0	0	2	2	0	0	1	1	2	0	0	0	1	0	2	0	0	2	1	0	0	0	0	0	0	1	2	1	2	1	0	0	1	1	1
0.432	0	6	3	3	1	1	2	1	3	1	1	3	4	0	1	0	1	1	1	1	1	1	3	1	3	5	3	8	6	4	6	2	6	2	4	2	2	3	3	0	4	1	1	0	1	0	1	3	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	3	1	0	1	0	1	1	0	0
0.44	6	2	4	2	3	0	3	0	1	1	4	3	1	1	0	4	3	0	0	1	1	3	1	0	4	2	7	2	7	5	2	5	2	5	3	6	1	0	5	1	2	1	2	2	1	0	0	2	2	2	1	2	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	3	0	1	4	1	0	0	1	0	2	0
0.448	4	4	4	2	2	1	1	4	2	0	4	1	0	5	1	1	1	1	1	0	3	1	1	4	2	1	2	5	9	2	3	7	6	4	8	4	1	3	5	0	4	0	2	1	1	4	0	1	1	0	1	1	0	0	1	1	2	1	0	1	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1
0.456	7	5	8	2	1	2	2	1	3	0	2	3	1	1	2	0	1	3	2	1	3	1	2	3	5	3	3	7	5	6	7	3	3	6	5	2	2	2	0	0	1	1	1	1	0	0	1	2	2	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	2	2	1	2	0	0	1	1	1
0.464	2	7	5	3	0	0	2	1	1	2	1	2	1	1	1	1	1	1	1	0	2	3	4	1	5	6	1	1	8	8	8	11	1	4	7	1	3	1	4	2	1	2	1	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1
0.472	1	5	3	1	1	1	1	0	3	0	1	0	1	0	2	1	1	0	2	2	2	2	2	1	4	4	6	4	4	3	6	7	5	8	5	2	4	0	2	1	2	1	1	2	0	0	1	0	1	0	0	0	0	2	0	1	1	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	1	1	0
0.48	0	3	4	2	0	2	1	2	0	1	0	0	0	0	0	0	2	1	1	3	4	2	0	3	1	2	6	6	6	8	3	7	4	3	2	1	5	3	3	1	4	3	4	1	2	0	1	1	1	4	1	0	1	0	1	0	1	0	2	0	0	1	0	0	0	1	0	2	3	1	0	0	0	2	1	1	0	2	1
0.488	2	4	11	3	2	0	1	0	0	2	0	2	2	1	2	1	2	3	0	0	0	1	1	3	1	3	2	2	2	6	4	6	4	4	2	5	4	1	0	0	2	4	0	1	1	0	1	0	2	0	0	0	0	3	1	0	1	0	0	1	1	1	2	1	0	0	1	2	0	1	4	1	0	0	2	2	0	1	1
0.496	3	6	5	1	1	0	2	2	0	0	0	0	2	3	2	1	0	2	1	2	1	3	2	2	4	3	7	3	5	3	6	6	6	3	3	4	1	0	1	1	2	0	1	0	1	1	0	2	0	1	1	0	1	1	2	0	0	1	1	1	0	0	1	1	0	1	2	2	1	1	1	0	0	0	0	2	1	1	1
0.504	4	6	2	1	1	3	0	0	0	0	3	2	1	6	1	2	1	3	2	4	3	2	2	4	1	3	4	6	4	5	8	5	4	3	5	2	2	2	3	2	1	3	3	3	0	1	0	2	3	0	1	1	0	2	0	1	1	1	0	2	0	1	0	1	2	0	0	1	0	0	2	0	0	0	0	1	2	0	0
0.512	7	4	1	2	0	1	0	2	1	1	2	0	4	1	1	0	0	2	0	1	4	0	2	3	1	2	2	3	5	2	5	7	6	1	5	4	3	2	2	2	2	4	1	0	0	1	0	2	0	2	0	1	0	0	0	0	0	1	1	1	0	1	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0
0.52	2	4	7	4	2	2	0	0	4	2	1	2	2	0	1	0	0	1	3	1	0	1	2	2	2	6	1	4	8	4	5	6	2	3	2	2	3	6	3	2	1	1	0	1	1	1	3	1	1	1	2	0	1	0	0	3	0	0	1	0	0	1	0	0	0	0	1	0	0	2	1	0	1	0	1	0	0	0	1
0.528	4	3	3	2	2	2	1	1	2	2	2	1	1	1	1	0	3	3	0	1	1	3	1	0	2	5	7	5	6	6	6	7	6	8	7	4	1	4	3	1	1	2	3	2	1	3	0	0	3	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	2	1	3	0	0	2	0	1	0	1	1	1
0.536	0	2	8	1	4	1	0	2	0	1	1	0	2	1	0	5	2	1	2	0	1	0	4	3	5	3	2	7	9	7	3	4	6	4	1	0	3	0	2	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	2	2	1	2	1	0	1	0	1	1	1	0	2	0	0	2	1	0	0	0	1	0	1
0.544	2	6	6	2	1	0	2	1	0	1	0	1	2	0	1	2	0	0	0	1	1	2	4	3	1	5	3	4	2	4	3	2	11	1	7	2	2	4	2	2	1	0	0	2	2	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	1	1	0
0.552	1	3	3	1	2	2	1	3	1	3	1	1	3	0	1	2	0	2	0	0	1	3	3	1	3	2	5	6	0	5	4	1	6	6	8	6	1	0	3	2	1	1	1	4	1	1	1	1	1	0	2	0	1	1	0	1	0	0	0	0	1	0	0	2	1	2	0	0	1	0	4	2	1	0	0	0	1	1	0
0.56	3	4	6	1	0	0	0	1	3	4	0	0	0	2	0	1	0	1	2	3	0	2	1	3	3	4	4	7	7	6	8	6	8	6	1	4	4	3	2	4	0	2	2	4	0	1	0	2	2	3	0	1	2	1	0	1	0	2	0	0	0	0	0	1	2	2	1	1	0	0	2	0	0	1	1	0	0	1	1
0.568	3	2	7	0	1	0	0	0	1	0	3	2	2	0	1	3	1	1	1	0	2	3	1	0	1	1	6	5	4	5	10	2	2	3	2	6	1	3	5	0	2	1	1	3	1	0	2	2	0	0	1	1	0	0	1	2	0	1	0	2	1	0	0	2	0	1	1	0	0	2	0	0	1	0	1	1	1	1	0
0.576	7	2	0	0	2	1	1	3	0	0	1	0	4	1	0	0	2	2	2	3	1	3	2	4	2	4	8	3	5	5	7	5	8	2	5	1	4	0	1	2	2	1	1	1	3	0	3	0	2	1	1	0	1	0	0	0	0	3	2	0	1	1	1	0	1	0	0	1	1	0	1	1	1	2	0	0	0	0	0
0.584	2	4	4	2	0	1	1	0	3	0	1	1	1	2	0	2	1	2	3	1	1	0	1	3	2	1	4	5	9	2	6	4	9	4	4	4	3	3	1	3	3	2	4	2	1	0	0	1	0	0	1	1	1	2	1	0	0	1	0	0	1	0	0	0	2	0	1	1	1	2	0	1	2	2	0	1	1	0	2
0.592	5	9	4	2	0	0	0	2	2	1	3	1	3	0	2	0	3	2	1	2	1	3	2	4	1	2	5	1	6	3	5	4	8	1	4	4	3	1	1	3	5	3	0	2	2	1	3	1	1	0	1	1	1	1	0	1	2	1	0	1	1	0	0	1	2	1	0	0	1	0	1	2	0	0	0	0	0	1	1
0.6	4	5	9	2	2	2	0	1	1	2	3	1	0	0	1	5	1	2	0	2	4	1	3	1	0	2	15	3	5	10	11	4	5	3	3	3	0	3	3	1	1	5	2	2	3	1	1	4	3	1	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	1	1	2	0	0	1	0	1	1	0	0	0
0.608	4	5	3	3	2	1	1	2	1	0	1	0	0	1	3	0	1	2	2	1	1	1	1	1	5	4	7	9	5	6	7	1	7	4	2	5	0	4	1	1	3	0	1	2	1	0	0	1	1	0	0	2	1	1	2	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1
0.616	2	6	2	3	3	1	1	0	1	1	0	2	1	0	0	1	2	0	3	6	0	2	1	1	3	4	4	5	6	6	8	5	5	6	8	2	1	3	2	3	5	2	2	0	1	0	0	2	0	1	2	0	1	0	0	1	4	1	4	2	0	0	0	0	0	3	0	0	0	0	3	1	1	0	0	0	1	0	1
0.624	3	1	4	4	2	0	3	1	3	1	2	0	1	1	1	1	2	2	2	2	1	0	0	2	2	4	6	6	5	2	6	7	4	4	2	4	3	3	2	0	2	0	1	1	0	0	1	1	1	0	1	0	2	1	3	0	1	0	1	0	0	1	0	1	1	0	3	0	2	1	2	1	1	0	1	0	1	0	0
0.632	3	2	7	1	1	2	2	0	1	1	0	4	1	3	0	1	0	2	3	1	0	3	1	3	4	4	2	6	3	3	5	7	9	3	5	0	2	2	4	0	2	1	3	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	3	1	1	0	0	0	2	0	1	1	0	0	0	0	0	1	0	1	0	0
0.64	3	5	1	0	1	0	1	0	2	1	0	0	2	0	1	2	0	1	0	4	2	1	3	1	2	4	6	4	7	7	7	6	8	4	3	1	3	1	0	2	5	1	2	1	1	0	1	3	2	1	1	0	2	0	0	0	0	0	4	0	2	1	3	1	2	1	1	0	1	0	0	0	0	2	0	0	2	1	0
0.648	5	4	5	0	0	2	3	0	1	4	1	2	0	0	1	0	1	3	1	0	0	0	2	3	2	2	1	4	7	6	5	5	9	4	5	2	1	2	1	0	1	1	0	4	0	2	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	2	0	0	0	2	1	1	1	0	1	1	1	1	1	0	1	2	0
0.656	4	2	3	1	3	2	1	0	1	0	3	2	6	1	1	0	3	3	1	4	2	4	1	3	3	1	2	6	3	5	3	5	6	1	2	3	4	3	4	1	0	0	1	3	0	3	2	1	1	0	0	0	1	0	2	0	1	0	2	1	0	0	0	1	1	0	0	1	0	0	3	0	0	0	1	0	1	0	2
0.664	2	3	5	2	2	2	4	1	1	1	0	1	2	1	2	0	1	3	0	3	1	2	0	6	4	3	6	1	7	7	4	3	4	5	4	4	3	3	2	2	1	0	2	2	0	2	1	1	0	0	1	1	0	0	0	1	0	2	0	1	3	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0
0.672	6	3	6	4	2	1	2	1	1	2	1	0	3	2	0	0	2	3	0	2	0	1	2	3	2	4	3	5	4	9	3	8	1	9	4	4	5	0	2	1	2	1	3	0	0	0	1	1	0	2	1	2	0	0	3	0	2	1	2	1	0	1	1	1	1	1	0	0	2	2	1	0	2	0	0	1	0	0	0
0.68	3	8	6	0	3	1	1	2	1	1	0	0	1	2	0	1	0	2	0	1	1	1	3	1	2	7	4	4	8	6	7	2	5	4	4	4	3	0	3	1	1	3	2	0	5	0	1	0	1	1	0	0	1	2	0	1	0	1	0	0	1	0	0	1	1	2	0	1	0	1	1	0	1	0	2	1	0	0	0
